วันนี้โคตรเฟล ทำอะไรก็ผิดไปหมด | neg
วันนี้สระผมแล้วใช้ไดร์เป่าให้แห้งก่อนนอน | neu
นั่งรอพนักงานมาเปลี่ยนถังแก๊สที่ห้องครัว | neu
วันนี้เปลี่ยนมาใช้ถุงผ้าเวลาไปซื้อของที่ซูเปอร์มาร์เก็ต | neu
เดินเล่นในห้างสรรพสินค้าเพื่อรอเวลาไปดูหนัง | neu
นั่งแยกผ้าขาวกับผ้าสีออกจากกันก่อนเอาเข้าเครื่อง | neu
เปิดดูรูปภาพเก่าๆ ในอัลบั้มโทรศัพท์มือถือ | neu
นั่งถักนิตติ้งตามคลิปสอนในยูทูปช่วงเวลาว่าง | neu
วันนี้ไปตัดผมสั้นขึ้นเล็กน้อยเพื่อความคล่องตัว | neu
เดินไปกดน้ำจากตู้หยอดเหรียญข้างล่างหอพัก | neu
ลองทำไข่เจียวใส่หอมใหญ่และแครอท | neu
เดินไปส่องกระจกดูรอยสิวที่เริ่มยุบตัวลง | neu
วันนี้พกพาวเวอร์แบงค์ติดตัวมาด้วยเพราะแบตเริ่มเสื่อม | neu
นั่งขัดรองเท้าผ้าใบให้ขาวสะอาดเหมือนใหม่ | neu
วันนี้ซื้อน้ำยาปรับผ้านุ่มกลิ่นที่เคยใช้ประจำ | neu
วันนี้ได้รับคำชมจากลูกค้าว่าบริการได้รวดเร็วทันใจ | pos
ดีใจที่วันนี้ทำยอดขายได้ทะลุเป้าที่ตั้งไว้แต่แรก | pos
ท้องฟ้าเย็นวันนี้สวยจนต้องหยุดถ่ายรูปเก็บไว้เลย | pos
ได้ยินเพลงโปรดเปิดขึ้นมา | pos
มีคนแปลกหน้ายิ้มให้และขอบคุณที่เราถือประตูให้เขา | pos
ความรู้สึกหลังจากออกกำลังกายเสร็จมันสดชื่นอย่างบอกไม่ถูก | pos
ได้รับข้อความขอบคุณจากน้องที่เคยไปติวหนังสือให้ | pos
รู้สึกหัวใจพองโตที่เห็นคนรักทำอาหารเช้าเตรียมไว้ให้ | pos
เก็บเงินครบตามเป้าที่จะเอาไปซื้อทริปเที่ยวแล้ว เย้ | pos
วันนี้ทำงานได้ลื่นไหลมาก ไม่มีอุปสรรคมาขวางเลย | pos
